Hello
resnet
2018-09-07 21:33:43.829581: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829662: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829684: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829697: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:43.829711: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2018-09-07 21:33:44.126887: I tensorflow/core/common_runtime/gpu/gpu_device.cc:955] Found device 0 with properties: 
name: GeForce GTX 1080 Ti
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:03:00.0
Total memory: 10.92GiB
Free memory: 10.76GiB
2018-09-07 21:33:44.126960: I tensorflow/core/common_runtime/gpu/gpu_device.cc:976] DMA: 0 
resnet_v2_152/block3/unit_13/bottleneck_v2/conv2/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv2/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv2/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_249: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_248: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_247: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_246: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/BatchNorm/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_250: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/conv1/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_261: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_260: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_259: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_258: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_13/bottleneck_v2/preact/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/biases: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_240: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/biases/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/biases/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_241: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv3/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_238: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_237: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_236: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_235: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/BatchNorm/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_239: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv2/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_233: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_232: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_231: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_230: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/BatchNorm/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_234: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/conv1/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_245: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_244: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_243: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_242: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_12/bottleneck_v2/preact/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/biases: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_224: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/biases/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/biases/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_225: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv3/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_222: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_221: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_220: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_219: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/BatchNorm/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_223: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv2/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_217: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_216: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_215: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_214: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/BatchNorm/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_218: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/weights/Initializer/truncated_normal/mul: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/weights/Initializer/truncated_normal: (Add): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/conv1/weights/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/moving_variance: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_229: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/moving_variance/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/moving_variance/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/moving_mean: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_228: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/moving_mean/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/moving_mean/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/gamma: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_227: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/gamma/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/gamma/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/beta: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_226: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/beta/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_11/bottleneck_v2/preact/beta/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/biases: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_208: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/biases/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/biases/Assign: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/weights: (VariableV2): /job:localhost/replica:0/task:0/gpu:0
save/Assign_209: (Assign): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/weights/read: (Identity): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss: (L2Loss): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer: (Mul): /job:localhost/replica:0/task:0/gpu:0
resnet_v2_152/block3/unit_10/bottleneck_v2/conv3/weights/Initializer/truncated_normal/TruncatedNormal: (TruncatedNormal): /job:localhost/replica:0/task:0/gpu:0
